,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,29.96,,,,,,,,,,,,,,,,,1,63.98,,,3,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,34.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,158.23,,,,,,,,,,,,,,,,,,,,,,,,,1,70.72,,,2,114.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,250.31,,,,,,,,,,2,128.37,,,,,,,,,,,,,,,,,,,,,,,,,3,101.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,147.28,,,,,,,,,,1,107.53,,,1,64.64,,,,,,,,,,,,,2,153.49,,,1,64.64,,,,,,,3,131.46,1,147.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,1,83.82,,,2,67.05,,,,,,,,,,,,,,,,,,,,,4,103.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,137.84,,,2,319.49,,,1,159.74,1,,,,68.92,,,,,4,97.02,1,85.84,6,252.74,2,132.71,,,,,,,,,,,,,,,1,66.36,,,1,66.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,4,229.23,,,,,,,,5,252.27,1,156.01,,,4,170.58,1,126.10,,,,,,,,,,,1,126.10,,,1,89.77,,,2,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,209.64,,,,,,,,1,170.94,,,1,209.64,,,2,156.01,,,1,124.22,,,,,,,2,122.40,1,124.22,,,,,1,124.22,1,124.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,166.94,,,,,,,,,,,,,,,,4,368.66,,,2,205.97,3,279.85,,,,,,,,,,,,,,,,,,,1,349.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,338.98,,,,,,,,,,,,1,287.36,1,308.64,,,,,1,425.53,,,,,,,,,,,,,,,,,,,1,338.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,746.27,,,,,,,,,,,1,746.27,,,,,1,558.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,34.89,,,,,,,,,,,,,,,,,1,69.93,,,,,1,38.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,2,112.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,3,59.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.31,,,,,,,,,,,1,30.05,,,,,,,,,1,62.34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,42.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,102.67,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.33,1,51.33,1,63.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,2,97.56,,,,,,,,,,,,,,,,,,,,,1,86.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,147.49,,,,,,,1,,,,147.49,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,91.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,3,204.08,2,166.67,,,,,1,67.34,,,,,,,,,,,,,2,136.05,,,,,,,,,7,214.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,5,98.79,,,1,64.39,,,2,142.25,6,155.12,1,64.39,1,157.73,1,64.39,,,2,76.28,1,71.12,2,87.26,2,225.73,,,1,82.24,3,193.17,2,225.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,285.31,,,,,,,,,,,,,,1,105.26,,,,,,,3,106.61,3,161.38,1,200.40,,,,,,,,,2,210.53,,,,,,,,,2,120.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,116.69,,,,,,,,,,1,116.69,,,1,272.48,2,251.89,4,271.74,3,477.71,,,,,,,,,1,157.73,,,,,,,1,116.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,171.23,,,1,171.23,,,,,,4,645.16,,,,,,,1,196.08,1,253.16,3,187.62,,,,,,,,,,,,,,,,,,,1,200.80,,,2,166.11,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,270.27,,,1,456.62,,,,,,,,,,2,607.90,,,,,,,3,492.61,1,395.26,1,395.26,,,,,,,1,456.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,3,892.86,,,,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,34.52,,,,,,,,,,,,,,,,,,,,,,1,34.48,,,,,,,,,1,34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,2,45.16,,,,,,,,,,,,1,32.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,44.46,,,1,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,3,45.38,,,,,,,,1,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,93.33,,,,,,1,112.49,1,51.71,,,,,2,113.64,,,1,101.01,,,,,,,1,46.66,,,,,,,,,,,1,56.82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,1,187.97,,,,,1,68.31,,,,,,,,,,,,,,,1,78.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.11,,,3,73.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,161.03,,,,,1,66.49,,,,,,,,,,1,108.81,,,,,1,67.84,,,6,114.92,,,,,,,,,2,72.83,,,,,,,,,1,67.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,2,83.89,1,113.64,,,1,79.55,2,68.99,,,1,66.49,1,79.55,1,71.68,,,,,,,,,,,1,79.55,2,68.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,84.10,,,1,84.10,,,,,1,,,,112.74,,,2,90.62,,,,,3,308.96,3,135.93,6,231.30,2,114.03,3,123.71,2,168.21,1,193.05,,,,,,,,,1,102.99,3,171.04,2,161.81,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,240.10,,,,,1,107.41,,,,,,,,,,1,202.84,,,,,,,5,170.65,7,238.91,,,2,122.10,,,,,,,,,,,,,1,148.59,,,,,1,107.41,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,202.84,,,,,,,,,1,,,,167.22,,,1,170.94,,,,,,,1,202.84,5,279.17,,,,,,,,,,,1,167.22,,,,,3,303.03,3,275.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,304.88,,,,,,,,,,,,,,,,,,,,1,242.13,2,298.51,2,336.70,,,1,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,526.32,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,65.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.40,,,,,,,1,91.07,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,30.66,1,30.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,33.91,,,,,,,,,,,,,,,,,,,,,1,33.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,41.44,,,1,38.68,,,,,,,,,,,1,41.44,,,,,,,,,,,1,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,1,49.50,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,150.60,,,,,,,,1,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.44,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,69.54,,,,,,,,,1,69.54,,,1,80.00,,,,,,,,,,,,,,,,,,,1,112.49,,,2,74.40,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,69.25,2,68.12,,,1,67.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.02,,,,,2,95.47,,,,,,,,,,,,,,,,,,
,,,,50~54,1,68.26,1,68.17,,,,,1,68.17,,,,,,,,4,124.57,,,,,1,153.85,2,85.14,3,78.62,,,2,85.14,,,,,1,116.28,,,,,,,,,,,,,,,,,5,112.56,1,68.17,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,97.04,,,,,,,2,118.84,4,158.60,,,7,160.55,2,190.29,,,,,,,,,,,2,156.99,,,,,2,86.99,1,95.15,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,193.42,,,,,,,,,,,,,,,,,,,,1,193.42,3,166.94,,,1,242.72,1,107.07,1,115.87,,,,,,,1,107.07,,,1,107.07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,259.74,,,1,259.74,,,,,,,,2,330.03,,,,,1,162.87,2,325.73,3,203.25,,,4,272.48,,,,,,,,,,,,,1,162.87,,,,,,,2,387.60,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,264.55,,,,,1,264.55,,,,,,,,,,,,,1,233.10,,,,,1,233.10,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,645.16,,,,,,1,645.16,,,,,,,,,,,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,39.53,,,,,,,2,72.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
