,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,186.92,,,,,,,,,,,,,,,,1,235.85,,,,,,,2,231.75,4,410.68,1,227.79,,,,,,,1,202.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,276.24,,,1,354.61,2,310.56,1,276.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,2,514.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,2,32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,41.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,36.78,,,,,,,,,,2,66.20,,,,,,,,,,,,,,,,,,,,,1,33.10,,,1,36.78,,,1,36.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,43.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,88.61,,,,,,,1,47.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,214.13,,,,,,,,,,,,,,,,,,,,1,107.07,1,56.82,,,,,,,,,,,,,,,,,1,72.36,,,2,214.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,67.16,,,,,1,86.43,,,,,,,,,,,,,,1,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,87.95,,,,,,,,,,3,152.52,,,2,147.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,58.43,,,,,,,2,58.72,,,,,,,,,,2,157.60,,,1,79.87,,,,,,,,,,,,,,,,,,,,,2,216.92,1,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,37.86,,,,,,,3,83.85,,,,,,,,1,120.92,1,83.06,,,1,83.06,,,1,120.92,,,,,,,1,120.92,,,,,,,1,83.06,2,171.53,,,2,165.56,1,120.92,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,119.19,,,,,3,115.38,,,,,,1,108.46,1,53.22,1,119.19,,,,,,,,,,,,,,,,,,,,,,,3,210.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,154.80,,,1,78.43,,,,,,,,,,,,,,7,287.71,,,,,,,,,,,1,151.52,,,,,,,,,2,309.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,207.90,4,395.65,,,,,,,,1,203.25,5,347.46,,,4,417.54,3,296.74,,,1,446.43,,,,,,,,,3,313.15,,,1,188.68,,,,,,,1,203.25,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,261.10,,,,,,,,,5,683.06,,,,,,,,,,,1,261.10,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,49.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,2,92.64,1,25.53,,,,,,,,,1,46.32,,,,,,,,,,,,,1,43.12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,93.02,,,,,,,,,2,,,,59.22,,,,,,,,,,,,,1,51.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,48.80,,,,,,,,,2,77.91,,,,,,,,,,,,,,,,,,,,,,,1,90.33,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,77.04,,,,,,,,,,,,,,,,,,,,1,167.50,2,85.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,81.04,1,178.89,,,,,,,1,93.90,,,,,,,,,,,,,2,101.32,1,50.66,,,,,,,1,80.06,2,160.13,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,4,80.24,,,1,39.22,2,83.75,4,105.40,3,91.60,,,1,83.47,,,,,,,,,,,,,,,,,,,3,123.20,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,3,77.22,1,160.26,,,1,110.50,,,2,108.17,1,110.50,,,,,,,,,,,,,,,,,,,,,4,145.24,,,3,339.37,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,193.05,,,,,,,,,,,,1,143.06,,,,,1,73.96,3,217.08,5,186.15,,,,,,,,,1,153.61,2,307.22,,,,,,,1,146.41,1,146.41,5,374.81,,,3,429.18,,,,,,,,,,,,,,,,,,
,,,,65~69,1,105.60,1,406.50,,,,,,,,,,,,,,,,,,,,1,105.60,2,134.23,2,141.14,,,,,,,,,,,1,406.50,,,1,105.60,,,,,5,493.58,3,229.53,1,193.05,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,282.49,,,,,,,,,,,,,,,,,,1,337.84,,,,,,,1,177.62,4,1069.52,1,282.49,,,,,,,,,,,1,267.38,,,1,282.49,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,487.80,,,,,,,,,,,,2,909.09,,,,,,,,,,,,,,,,,,,,,1,431.03,,,,,,,,,2,706.71,,,1,431.03,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,900.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,2702.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,43.90,,,,,,,,,,,,,,,,,,,,,,,,1,22.58,,,1,22.58,,,,,,,,,1,106.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,22.47,,,1,38.10,,,,,,,,,,,,,,,,,,,,,1,22.47,,,,,1,33.62,,,,,1,33.62,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,2,33.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.25,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,92.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.42,,,,,1,25.42,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,2,39.79,1,64.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,3,109.81,,,,,1,92.85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56.34,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,164.20,,,,,,,,,,2,91.45,1,88.81,,,,,,,1,69.30,,,,,1,111.86,,,,,2,91.45,1,164.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,2,101.88,,,1,106.38,,,,,,,,,,,,,,,,,1,50.94,,,1,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,79.37,1,42.12,,,1,42.12,2,,,,81.17,,,2,55.04,,,,,2,55.90,1,42.12,3,67.39,,,,,,,,,,,,,,,,,,,,,,,4,89.85,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,105.15,,,,,,,,,,,,,,,,,,1,152.21,7,224.65,1,46.19,4,184.76,,,,,,,,,1,106.72,,,,,,,,,,,1,220.75,1,220.75,1,105.15,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,103.73,,,,,,,,,1,,,,70.27,1,148.15,7,267.07,,,,,2,140.55,2,138.70,2,140.45,1,70.27,,,,,1,198.02,3,219.30,1,133.51,,,,,,,,,,,2,396.04,,,1,148.15,1,294.12,,,,,,,,,,,,,,,,
,,,,65~69,1,102.77,,,,,,,,,,,,,,,,1,218.82,,,,,3,150.23,3,209.79,3,200.94,1,192.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,280.11,,,,,,,,,,,,,,,,,,,,1,280.11,,,,,,,,,1,166.67,,,,,,,,,1,166.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,395.26,,,,,,,1,502.51,1,395.26,,,1,425.53,,,,,,,1,502.51,,,,,,,,,1,425.53,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,719.42,,,,,1,719.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,2857.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,34.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,41.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,40.85,,,,,,,,,1,25.17,,,,,,,,,,,,,,,1,55.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,62.42,,,,,,,,,,,,,,1,62.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,47.37,,,1,148.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,80.97,,,,,,3,177.94,,,2,85.65,,,,,,,,,,,,,,,,,,,,,,,1,80.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,78.19,,,,,,,,,,,,1,105.37,,,1,80.58,,,,,,,,,1,80.58,,,,,,,,,,,,,1,49.48,1,49.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,46.21,,,1,,,,46.21,2,85.03,,,1,181.16,3,90.09,,,3,110.46,,,,,,,1,81.70,,,1,81.70,1,46.21,,,1,81.70,,,1,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,290.28,,,,,,2,90.50,,,,,2,62.42,,,2,62.02,,,,,,,,,,,,,1,100.60,,,,,,,3,144.23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,162.47,,,,,,,,,,,,,,3,101.59,,,2,92.00,6,172.71,1,128.37,2,89.37,,,2,92.00,,,,,1,68.54,,,,,,,,,,,1,68.54,1,140.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,199.00,,,,,,,,,,,,,,1,393.70,1,189.04,1,189.75,4,267.38,,,,,1,99.50,1,189.04,,,,,,,,,,,,,,,,,1,189.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,233.64,1,561.80,,,,,,,,,,,,,,,,,,1,155.76,,,,,2,311.53,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,454.55,,,,,,,,,,,,,,1,917.43,1,540.54,,,1,454.55,,,,,,,,,2,432.90,,,,,1,413.22,,,1,540.54,,,,,1,314.47,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,714.29,,,,,,,,,,,,,,,1,746.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,1,32.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,22.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.43,,,,,,,,,,,,,,,,,,,,,,,,
